ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
AS,2020-06-25,0,0,0,0,0
CB,2020-06-25,0,0,0,0,0
CE,2020-06-25,0,0,0,0,0
CL,2020-06-25,17,17,0,0,0
CM,2020-06-25,22,22,0,0,0
CN,2020-06-25,1,1,0,0,0
CT,2020-06-25,143,112,0,31,0
EX,2020-06-25,4,4,0,0,0
GA,2020-06-25,11,11,0,0,0
IB,2020-06-25,1,1,0,0,0
MC,2020-06-25,5,5,0,0,0
MD,2020-06-25,56,55,0,1,0
ML,2020-06-25,0,0,0,0,0
NC,2020-06-25,6,6,0,0,0
PV,2020-06-25,5,5,0,0,0
RI,2020-06-25,0,0,0,0,0
VC,2020-06-25,9,9,0,0,0
AN,2020-06-26,19,19,0,0,0
AR,2020-06-26,21,21,0,0,0
AS,2020-06-26,0,0,0,0,0
CB,2020-06-26,3,3,0,0,0
CE,2020-06-26,0,0,0,0,0
CL,2020-06-26,15,15,0,0,0
CM,2020-06-26,12,12,0,0,0
CN,2020-06-26,1,1,0,0,0
CT,2020-06-26,200,162,0,38,0
EX,2020-06-26,0,0,0,0,0
GA,2020-06-26,3,3,0,0,0
IB,2020-06-26,10,10,0,0,0
MC,2020-06-26,7,7,0,0,0
MD,2020-06-26,56,54,0,2,0
ML,2020-06-26,0,0,0,0,0
NC,2020-06-26,5,5,0,0,0
PV,2020-06-26,10,10,0,0,0
RI,2020-06-26,0,0,0,0,0
VC,2020-06-26,15,15,0,0,0
AN,2020-06-27,15,15,0,0,0
AR,2020-06-27,49,49,0,0,0
AS,2020-06-27,0,0,0,0,0
CB,2020-06-27,2,2,0,0,0
CE,2020-06-27,0,0,0,0,0
CL,2020-06-27,13,13,0,0,0
CM,2020-06-27,15,15,0,0,0
CN,2020-06-27,0,0,0,0,0
CT,2020-06-27,122,122,0,0,0
EX,2020-06-27,5,5,0,0,0
GA,2020-06-27,8,7,0,1,0
IB,2020-06-27,5,5,0,0,0
MC,2020-06-27,6,6,0,0,0
MD,2020-06-27,21,21,0,0,0
ML,2020-06-27,0,0,0,0,0
NC,2020-06-27,7,7,0,0,0
PV,2020-06-27,5,5,0,0,0
RI,2020-06-27,0,0,0,0,0
VC,2020-06-27,13,13,0,0,0
AN,2020-06-28,27,27,0,0,0
AR,2020-06-28,17,17,0,0,0
AS,2020-06-28,0,0,0,0,0
CB,2020-06-28,0,0,0,0,0
CE,2020-06-28,0,0,0,0,0
CL,2020-06-28,5,5,0,0,0
CM,2020-06-28,15,15,0,0,0
CN,2020-06-28,0,0,0,0,0
CT,2020-06-28,105,104,0,1,0
EX,2020-06-28,3,3,0,0,0
GA,2020-06-28,9,9,0,0,0
IB,2020-06-28,5,5,0,0,0
MC,2020-06-28,3,3,0,0,0
MD,2020-06-28,30,30,0,0,0
ML,2020-06-28,0,0,0,0,0
NC,2020-06-28,2,2,0,0,0
PV,2020-06-28,6,6,0,0,0
RI,2020-06-28,2,2,0,0,0
VC,2020-06-28,13,13,0,0,0
AN,2020-06-29,22,22,0,0,0
AR,2020-06-29,27,27,0,0,0
AS,2020-06-29,1,1,0,0,0
CB,2020-06-29,0,0,0,0,0
CE,2020-06-29,0,0,0,0,0
CL,2020-06-29,11,11,0,0,0
CM,2020-06-29,14,14,0,0,0
CN,2020-06-29,0,0,0,0,0
CT,2020-06-29,186,169,0,17,0
EX,2020-06-29,6,6,0,0,0
GA,2020-06-29,10,10,0,0,0
IB,2020-06-29,9,9,0,0,0
MC,2020-06-29,10,10,0,0,0
MD,2020-06-29,51,51,0,0,0
ML,2020-06-29,0,0,0,0,0
NC,2020-06-29,1,1,0,0,0
PV,2020-06-29,8,8,0,0,0
RI,2020-06-29,1,1,0,0,0
VC,2020-06-29,18,18,0,0,0
AN,2020-06-30,26,25,0,1,0
AR,2020-06-30,35,35,0,0,0
AS,2020-06-30,0,0,0,0,0
CB,2020-06-30,1,1,0,0,0
CE,2020-06-30,0,0,0,0,0
CL,2020-06-30,13,13,0,0,0
CM,2020-06-30,14,14,0,0,0
CN,2020-06-30,5,5,0,0,0
CT,2020-06-30,189,171,0,16,2
EX,2020-06-30,7,7,0,0,0
GA,2020-06-30,20,20,0,0,0
IB,2020-06-30,3,3,0,0,0
MC,2020-06-30,3,3,0,0,0
MD,2020-06-30,65,65,0,0,0
ML,2020-06-30,0,0,0,0,0
NC,2020-06-30,3,3,0,0,0
PV,2020-06-30,15,15,0,0,0
RI,2020-06-30,0,0,0,0,0
VC,2020-06-30,18,18,0,0,0
AN,2020-07-01,23,23,0,0,0
AR,2020-07-01,37,37,0,0,0
AS,2020-07-01,1,1,0,0,0
CB,2020-07-01,1,1,0,0,0
CE,2020-07-01,0,0,0,0,0
CL,2020-07-01,10,9,0,1,0
CM,2020-07-01,19,19,0,0,0
CN,2020-07-01,8,8,0,0,0
CT,2020-07-01,298,276,0,22,0
EX,2020-07-01,9,9,0,0,0
GA,2020-07-01,24,24,0,0,0
IB,2020-07-01,4,4,0,0,0
MC,2020-07-01,5,5,0,0,0
MD,2020-07-01,62,62,0,0,0
ML,2020-07-01,0,0,0,0,0
NC,2020-07-01,6,6,0,0,0
PV,2020-07-01,7,7,0,0,0
RI,2020-07-01,0,0,0,0,0
VC,2020-07-01,23,23,0,0,0
AN,2020-07-02,14,14,0,0,0
AR,2020-07-02,22,22,0,0,0
AS,2020-07-02,0,0,0,0,0
CB,2020-07-02,0,0,0,0,0
CE,2020-07-02,0,0,0,0,0
CL,2020-07-02,9,9,0,0,0
CM,2020-07-02,14,14,0,0,0
CN,2020-07-02,1,1,0,0,0
CT,2020-07-02,246,224,0,21,1
EX,2020-07-02,4,4,0,0,0
GA,2020-07-02,16,16,0,0,0
IB,2020-07-02,3,3,0,0,0
MC,2020-07-02,2,2,0,0,0
MD,2020-07-02,47,47,0,0,0
ML,2020-07-02,0,0,0,0,0
NC,2020-07-02,4,4,0,0,0
PV,2020-07-02,9,9,0,0,0
RI,2020-07-02,0,0,0,0,0
VC,2020-07-02,24,24,0,0,0
AN,2020-07-03,27,27,0,0,0
AR,2020-07-03,45,45,0,0,0
AS,2020-07-03,0,0,0,0,0
CB,2020-07-03,3,3,0,0,0
CE,2020-07-03,0,0,0,0,0
CL,2020-07-03,11,11,0,0,0
CM,2020-07-03,21,21,0,0,0
CN,2020-07-03,4,4,0,0,0
CT,2020-07-03,278,270,0,8,0
EX,2020-07-03,8,8,0,0,0
GA,2020-07-03,21,21,0,0,0
IB,2020-07-03,4,4,0,0,0
MC,2020-07-03,3,3,0,0,0
MD,2020-07-03,77,76,0,1,0
ML,2020-07-03,0,0,0,0,0
NC,2020-07-03,7,7,0,0,0
PV,2020-07-03,13,13,0,0,0
RI,2020-07-03,0,0,0,0,0
VC,2020-07-03,15,15,0,0,0
AN,2020-07-04,25,25,0,0,0
AR,2020-07-04,31,31,0,0,0
AS,2020-07-04,0,0,0,0,0
CB,2020-07-04,0,0,0,0,0
CE,2020-07-04,0,0,0,0,0
CL,2020-07-04,8,8,0,0,0
CM,2020-07-04,10,10,0,0,0
CN,2020-07-04,4,4,0,0,0
CT,2020-07-04,253,252,0,1,0
EX,2020-07-04,4,4,0,0,0
GA,2020-07-04,16,16,0,0,0
IB,2020-07-04,3,3,0,0,0
MC,2020-07-04,6,6,0,0,0
MD,2020-07-04,30,30,0,0,0
ML,2020-07-04,0,0,0,0,0
NC,2020-07-04,5,5,0,0,0
PV,2020-07-04,7,7,0,0,0
RI,2020-07-04,0,0,0,0,0
VC,2020-07-04,6,6,0,0,0
AN,2020-07-05,16,16,0,0,0
AR,2020-07-05,37,37,0,0,0
AS,2020-07-05,0,0,0,0,0
CB,2020-07-05,2,2,0,0,0
CE,2020-07-05,0,0,0,0,0
CL,2020-07-05,3,3,0,0,0
CM,2020-07-05,5,5,0,0,0
CN,2020-07-05,1,1,0,0,0
CT,2020-07-05,253,253,0,0,0
EX,2020-07-05,6,6,0,0,0
GA,2020-07-05,23,23,0,0,0
IB,2020-07-05,3,3,0,0,0
MC,2020-07-05,7,7,0,0,0
MD,2020-07-05,36,33,0,3,0
ML,2020-07-05,0,0,0,0,0
NC,2020-07-05,1,1,0,0,0
PV,2020-07-05,16,16,0,0,0
RI,2020-07-05,1,1,0,0,0
VC,2020-07-05,11,11,0,0,0
AN,2020-07-06,23,23,0,0,0
AR,2020-07-06,78,78,0,0,0
AS,2020-07-06,0,0,0,0,0
CB,2020-07-06,0,0,0,0,0
CE,2020-07-06,0,0,0,0,0
CL,2020-07-06,16,14,0,2,0
CM,2020-07-06,19,19,0,0,0
CN,2020-07-06,3,3,0,0,0
CT,2020-07-06,374,373,0,0,1
EX,2020-07-06,2,1,0,1,0
GA,2020-07-06,23,23,0,0,0
IB,2020-07-06,4,3,1,0,0
MC,2020-07-06,8,8,0,0,0
MD,2020-07-06,71,69,0,2,0
ML,2020-07-06,0,0,0,0,0
NC,2020-07-06,12,12,0,0,0
PV,2020-07-06,33,33,0,0,0
RI,2020-07-06,0,0,0,0,0
VC,2020-07-06,23,23,0,0,0
AN,2020-07-07,32,32,0,0,0
AR,2020-07-07,92,92,0,0,0
AS,2020-07-07,0,0,0,0,0
CB,2020-07-07,1,1,0,0,0
CE,2020-07-07,0,0,0,0,0
CL,2020-07-07,10,9,0,1,0
CM,2020-07-07,15,15,0,0,0
CN,2020-07-07,4,4,0,0,0
CT,2020-07-07,434,432,0,2,0
EX,2020-07-07,16,16,0,0,0
GA,2020-07-07,21,21,0,0,0
IB,2020-07-07,1,1,0,0,0
MC,2020-07-07,14,14,0,0,0
MD,2020-07-07,63,61,0,2,0
ML,2020-07-07,0,0,0,0,0
NC,2020-07-07,13,13,0,0,0
PV,2020-07-07,32,32,0,0,0
RI,2020-07-07,3,3,0,0,0
VC,2020-07-07,25,25,0,0,0
AN,2020-07-08,56,56,0,0,0
AR,2020-07-08,76,76,0,0,0
AS,2020-07-08,2,2,0,0,0
CB,2020-07-08,2,2,0,0,0
CE,2020-07-08,0,0,0,0,0
CL,2020-07-08,13,12,0,1,0
CM,2020-07-08,19,19,0,0,0
CN,2020-07-08,8,8,0,0,0
CT,2020-07-08,485,483,0,2,0
EX,2020-07-08,6,6,0,0,0
GA,2020-07-08,31,31,0,0,0
IB,2020-07-08,4,4,0,0,0
MC,2020-07-08,16,16,0,0,0
MD,2020-07-08,91,90,0,1,0
ML,2020-07-08,0,0,0,0,0
NC,2020-07-08,7,7,0,0,0
PV,2020-07-08,37,37,0,0,0
RI,2020-07-08,5,5,0,0,0
VC,2020-07-08,29,29,0,0,0
AN,2020-07-09,36,36,0,0,0
AR,2020-07-09,90,90,0,0,0
AS,2020-07-09,0,0,0,0,0
CB,2020-07-09,1,1,0,0,0
CE,2020-07-09,0,0,0,0,0
CL,2020-07-09,8,8,0,0,0
CM,2020-07-09,26,26,0,0,0
CN,2020-07-09,8,7,0,0,1
CT,2020-07-09,510,509,0,0,1
EX,2020-07-09,23,23,0,0,0
GA,2020-07-09,20,20,0,0,0
IB,2020-07-09,6,6,0,0,0
MC,2020-07-09,6,6,0,0,0
MD,2020-07-09,91,86,0,5,0
ML,2020-07-09,0,0,0,0,0
NC,2020-07-09,29,29,0,0,0
PV,2020-07-09,34,34,0,0,0
RI,2020-07-09,1,1,0,0,0
VC,2020-07-09,28,28,0,0,0
AN,2020-07-10,60,60,0,0,0
AR,2020-07-10,131,131,0,0,0
AS,2020-07-10,2,2,0,0,0
CB,2020-07-10,1,1,0,0,0
CE,2020-07-10,0,0,0,0,0
CL,2020-07-10,16,15,0,1,0
CM,2020-07-10,24,24,0,0,0
CN,2020-07-10,3,3,0,0,0
CT,2020-07-10,647,646,0,1,0
EX,2020-07-10,45,45,0,0,0
GA,2020-07-10,7,7,0,0,0
IB,2020-07-10,8,8,0,0,0
MC,2020-07-10,9,9,0,0,0
MD,2020-07-10,76,72,0,4,0
ML,2020-07-10,0,0,0,0,0
NC,2020-07-10,20,20,0,0,0
PV,2020-07-10,24,24,0,0,0
RI,2020-07-10,10,10,0,0,0
VC,2020-07-10,33,33,0,0,0
AN,2020-07-11,50,50,0,0,0
AR,2020-07-11,154,154,0,0,0
AS,2020-07-11,3,3,0,0,0
CB,2020-07-11,1,1,0,0,0
CE,2020-07-11,0,0,0,0,0
CL,2020-07-11,13,13,0,0,0
CM,2020-07-11,11,11,0,0,0
CN,2020-07-11,1,1,0,0,0
CT,2020-07-11,406,406,0,0,0
EX,2020-07-11,18,18,0,0,0
GA,2020-07-11,13,13,0,0,0
IB,2020-07-11,7,7,0,0,0
MC,2020-07-11,17,17,0,0,0
MD,2020-07-11,59,58,0,1,0
ML,2020-07-11,0,0,0,0,0
NC,2020-07-11,35,35,0,0,0
PV,2020-07-11,40,40,0,0,0
RI,2020-07-11,3,3,0,0,0
VC,2020-07-11,35,35,0,0,0
AN,2020-07-12,32,32,0,0,0
AR,2020-07-12,130,130,0,0,0
AS,2020-07-12,0,0,0,0,0
CB,2020-07-12,2,2,0,0,0
CE,2020-07-12,0,0,0,0,0
CL,2020-07-12,9,9,0,0,0
CM,2020-07-12,11,11,0,0,0
CN,2020-07-12,3,3,0,0,0
CT,2020-07-12,460,455,0,2,3
EX,2020-07-12,12,12,0,0,0
GA,2020-07-12,7,7,0,0,0
IB,2020-07-12,4,4,0,0,0
MC,2020-07-12,12,12,0,0,0
MD,2020-07-12,66,62,0,4,0
ML,2020-07-12,2,2,0,0,0
NC,2020-07-12,23,23,0,0,0
PV,2020-07-12,43,43,0,0,0
RI,2020-07-12,2,2,0,0,0
VC,2020-07-12,18,18,0,0,0
AN,2020-07-13,48,48,0,0,0
AR,2020-07-13,233,233,0,0,0
AS,2020-07-13,0,0,0,0,0
CB,2020-07-13,1,1,0,0,0
CE,2020-07-13,0,0,0,0,0
CL,2020-07-13,21,21,0,0,0
CM,2020-07-13,17,17,0,0,0
CN,2020-07-13,6,6,0,0,0
CT,2020-07-13,726,721,0,4,1
EX,2020-07-13,13,13,0,0,0
GA,2020-07-13,8,8,0,0,0
IB,2020-07-13,8,8,0,0,0
MC,2020-07-13,13,13,0,0,0
MD,2020-07-13,112,107,0,5,0
ML,2020-07-13,0,0,0,0,0
NC,2020-07-13,40,40,0,0,0
PV,2020-07-13,53,53,0,0,0
RI,2020-07-13,4,4,0,0,0
VC,2020-07-13,49,49,0,0,0
AN,2020-07-14,95,95,0,0,0
AR,2020-07-14,292,292,0,0,0
AS,2020-07-14,2,2,0,0,0
CB,2020-07-14,2,2,0,0,0
CE,2020-07-14,1,1,0,0,0
CL,2020-07-14,20,20,0,0,0
CM,2020-07-14,24,24,0,0,0
CN,2020-07-14,2,2,0,0,0
CT,2020-07-14,672,669,0,3,0
EX,2020-07-14,3,3,0,0,0
GA,2020-07-14,9,9,0,0,0
IB,2020-07-14,11,11,0,0,0
MC,2020-07-14,21,21,0,0,0
MD,2020-07-14,127,124,0,3,0
ML,2020-07-14,0,0,0,0,0
NC,2020-07-14,51,51,0,0,0
PV,2020-07-14,78,78,0,0,0
RI,2020-07-14,6,6,0,0,0
VC,2020-07-14,55,55,0,0,0
AN,2020-07-15,64,64,0,0,0
AR,2020-07-15,360,359,0,1,0
AS,2020-07-15,2,2,0,0,0
CB,2020-07-15,4,4,0,0,0
CE,2020-07-15,0,0,0,0,0
CL,2020-07-15,13,13,0,0,0
CM,2020-07-15,29,29,0,0,0
CN,2020-07-15,9,9,0,0,0
CT,2020-07-15,888,884,0,2,2
EX,2020-07-15,13,13,0,0,0
GA,2020-07-15,15,15,0,0,0
IB,2020-07-15,14,14,0,0,0
MC,2020-07-15,32,32,0,0,0
MD,2020-07-15,135,133,0,2,0
ML,2020-07-15,0,0,0,0,0
NC,2020-07-15,43,43,0,0,0
PV,2020-07-15,94,94,0,0,0
RI,2020-07-15,2,2,0,0,0
VC,2020-07-15,81,81,0,0,0
AN,2020-07-16,75,75,0,0,0
AR,2020-07-16,298,298,0,0,0
AS,2020-07-16,1,1,0,0,0
CB,2020-07-16,5,5,0,0,0
CE,2020-07-16,0,0,0,0,0
CL,2020-07-16,21,21,0,0,0
CM,2020-07-16,26,26,0,0,0
CN,2020-07-16,4,4,0,0,0
CT,2020-07-16,804,802,0,2,0
EX,2020-07-16,22,22,0,0,0
GA,2020-07-16,15,15,0,0,0
IB,2020-07-16,7,7,0,0,0
MC,2020-07-16,24,24,0,0,0
MD,2020-07-16,111,110,0,1,0
ML,2020-07-16,0,0,0,0,0
NC,2020-07-16,47,47,0,0,0
PV,2020-07-16,127,127,0,0,0
RI,2020-07-16,9,8,0,0,1
VC,2020-07-16,70,70,0,0,0
AN,2020-07-17,97,97,0,0,0
AR,2020-07-17,400,400,0,0,0
AS,2020-07-17,1,1,0,0,0
CB,2020-07-17,3,3,0,0,0
CE,2020-07-17,0,0,0,0,0
CL,2020-07-17,18,16,0,2,0
CM,2020-07-17,25,25,0,0,0
CN,2020-07-17,7,7,0,0,0
CT,2020-07-17,980,979,0,0,1
EX,2020-07-17,5,5,0,0,0
GA,2020-07-17,9,9,0,0,0
IB,2020-07-17,6,6,0,0,0
MC,2020-07-17,31,31,0,0,0
MD,2020-07-17,163,160,0,3,0
ML,2020-07-17,0,0,0,0,0
NC,2020-07-17,73,73,0,0,0
PV,2020-07-17,101,101,0,0,0
RI,2020-07-17,11,5,0,1,5
VC,2020-07-17,91,91,0,0,0
AN,2020-07-18,86,86,0,0,0
AR,2020-07-18,338,338,0,0,0
AS,2020-07-18,1,1,0,0,0
CB,2020-07-18,12,12,0,0,0
CE,2020-07-18,0,0,0,0,0
CL,2020-07-18,27,25,0,2,0
CM,2020-07-18,12,12,0,0,0
CN,2020-07-18,13,13,0,0,0
CT,2020-07-18,766,765,0,0,1
EX,2020-07-18,5,5,0,0,0
GA,2020-07-18,11,11,0,0,0
IB,2020-07-18,7,7,0,0,0
MC,2020-07-18,21,21,0,0,0
MD,2020-07-18,121,121,0,0,0
ML,2020-07-18,0,0,0,0,0
NC,2020-07-18,78,78,0,0,0
PV,2020-07-18,185,185,0,0,0
RI,2020-07-18,7,5,0,0,2
VC,2020-07-18,91,91,0,0,0
AN,2020-07-19,114,114,0,0,0
AR,2020-07-19,343,343,0,0,0
AS,2020-07-19,2,2,0,0,0
CB,2020-07-19,5,5,0,0,0
CE,2020-07-19,0,0,0,0,0
CL,2020-07-19,24,23,0,1,0
CM,2020-07-19,8,8,0,0,0
CN,2020-07-19,53,53,0,0,0
CT,2020-07-19,603,602,0,0,1
EX,2020-07-19,6,6,0,0,0
GA,2020-07-19,14,14,0,0,0
IB,2020-07-19,5,5,0,0,0
MC,2020-07-19,26,26,0,0,0
MD,2020-07-19,128,124,0,4,0
ML,2020-07-19,0,0,0,0,0
NC,2020-07-19,51,51,0,0,0
PV,2020-07-19,93,93,0,0,0
RI,2020-07-19,0,0,0,0,0
VC,2020-07-19,83,83,0,0,0
AN,2020-07-20,122,122,0,0,0
AR,2020-07-20,430,430,0,0,0
AS,2020-07-20,1,1,0,0,0
CB,2020-07-20,9,9,0,0,0
CE,2020-07-20,0,0,0,0,0
CL,2020-07-20,35,34,0,1,0
CM,2020-07-20,28,28,0,0,0
CN,2020-07-20,3,3,0,0,0
CT,2020-07-20,1058,1053,0,5,0
EX,2020-07-20,9,9,0,0,0
GA,2020-07-20,21,21,0,0,0
IB,2020-07-20,16,16,0,0,0
MC,2020-07-20,38,38,0,0,0
MD,2020-07-20,198,196,0,2,0
ML,2020-07-20,0,0,0,0,0
NC,2020-07-20,102,102,0,0,0
PV,2020-07-20,113,113,0,0,0
RI,2020-07-20,5,5,0,0,0
VC,2020-07-20,121,121,0,0,0
AN,2020-07-21,74,74,0,0,0
AR,2020-07-21,457,457,0,0,0
AS,2020-07-21,2,2,0,0,0
CB,2020-07-21,5,5,0,0,0
CE,2020-07-21,0,0,0,0,0
CL,2020-07-21,20,20,0,0,0
CM,2020-07-21,24,24,0,0,0
CN,2020-07-21,11,11,0,0,0
CT,2020-07-21,997,983,0,13,1
EX,2020-07-21,17,17,0,0,0
GA,2020-07-21,26,26,0,0,0
IB,2020-07-21,13,13,0,0,0
MC,2020-07-21,49,49,0,0,0
MD,2020-07-21,235,234,0,1,0
ML,2020-07-21,0,0,0,0,0
NC,2020-07-21,118,118,0,0,0
PV,2020-07-21,120,120,0,0,0
RI,2020-07-21,17,17,0,0,0
VC,2020-07-21,131,131,0,0,0
AN,2020-07-22,78,78,0,0,0
AR,2020-07-22,467,467,0,0,0
AS,2020-07-22,2,2,0,0,0
CB,2020-07-22,7,7,0,0,0
CE,2020-07-22,1,1,0,0,0
CL,2020-07-22,24,24,0,0,0
CM,2020-07-22,41,41,0,0,0
CN,2020-07-22,9,9,0,0,0
CT,2020-07-22,1040,1034,0,5,1
EX,2020-07-22,6,6,0,0,0
GA,2020-07-22,18,18,0,0,0
IB,2020-07-22,15,15,0,0,0
MC,2020-07-22,59,59,0,0,0
MD,2020-07-22,232,230,0,2,0
ML,2020-07-22,0,0,0,0,0
NC,2020-07-22,65,65,0,0,0
PV,2020-07-22,158,158,0,0,0
RI,2020-07-22,9,9,0,0,0
VC,2020-07-22,138,138,0,0,0
AN,2020-07-23,125,125,0,0,0
AR,2020-07-23,394,393,0,1,0
AS,2020-07-23,4,4,0,0,0
CB,2020-07-23,8,8,0,0,0
CE,2020-07-23,0,0,0,0,0
CL,2020-07-23,45,45,0,0,0
CM,2020-07-23,21,21,0,0,0
CN,2020-07-23,11,11,0,0,0
CT,2020-07-23,1015,1011,0,4,0
EX,2020-07-23,4,4,0,0,0
GA,2020-07-23,13,13,0,0,0
IB,2020-07-23,20,20,0,0,0
MC,2020-07-23,48,48,0,0,0
MD,2020-07-23,221,220,0,1,0
ML,2020-07-23,0,0,0,0,0
NC,2020-07-23,67,67,0,0,0
PV,2020-07-23,124,124,0,0,0
RI,2020-07-23,5,5,0,0,0
VC,2020-07-23,126,126,0,0,0
AN,2020-07-24,127,127,0,0,0
AR,2020-07-24,451,451,0,0,0
AS,2020-07-24,3,3,0,0,0
CB,2020-07-24,6,6,0,0,0
CE,2020-07-24,0,0,0,0,0
CL,2020-07-24,37,37,0,0,0
CM,2020-07-24,45,45,0,0,0
CN,2020-07-24,5,5,0,0,0
CT,2020-07-24,1035,1029,0,5,1
EX,2020-07-24,11,11,0,0,0
GA,2020-07-24,15,15,0,0,0
IB,2020-07-24,25,25,0,0,0
MC,2020-07-24,72,72,0,0,0
MD,2020-07-24,337,335,0,2,0
ML,2020-07-24,0,0,0,0,0
NC,2020-07-24,56,56,0,0,0
PV,2020-07-24,111,111,0,0,0
RI,2020-07-24,11,11,0,0,0
VC,2020-07-24,153,153,0,0,0
AN,2020-07-25,110,110,0,0,0
AR,2020-07-25,375,375,0,0,0
AS,2020-07-25,8,8,0,0,0
CB,2020-07-25,9,9,0,0,0
CE,2020-07-25,0,0,0,0,0
CL,2020-07-25,29,29,0,0,0
CM,2020-07-25,25,25,0,0,0
CN,2020-07-25,13,13,0,0,0
CT,2020-07-25,654,653,0,1,0
EX,2020-07-25,4,4,0,0,0
GA,2020-07-25,16,16,0,0,0
IB,2020-07-25,24,24,0,0,0
MC,2020-07-25,84,84,0,0,0
MD,2020-07-25,287,285,0,2,0
ML,2020-07-25,0,0,0,0,0
NC,2020-07-25,82,82,0,0,0
PV,2020-07-25,172,172,0,0,0
RI,2020-07-25,2,2,0,0,0
VC,2020-07-25,166,166,0,0,0
AN,2020-07-26,105,105,0,0,0
AR,2020-07-26,386,386,0,0,0
AS,2020-07-26,7,7,0,0,0
CB,2020-07-26,7,7,0,0,0
CE,2020-07-26,1,1,0,0,0
CL,2020-07-26,31,31,0,0,0
CM,2020-07-26,24,24,0,0,0
CN,2020-07-26,7,7,0,0,0
CT,2020-07-26,583,582,0,1,0
EX,2020-07-26,7,7,0,0,0
GA,2020-07-26,9,9,0,0,0
IB,2020-07-26,47,47,0,0,0
MC,2020-07-26,50,50,0,0,0
MD,2020-07-26,239,237,0,2,0
ML,2020-07-26,4,4,0,0,0
NC,2020-07-26,79,79,0,0,0
PV,2020-07-26,164,164,0,0,0
RI,2020-07-26,1,1,0,0,0
VC,2020-07-26,124,124,0,0,0
AN,2020-07-27,143,143,0,0,0
AR,2020-07-27,573,573,0,0,0
AS,2020-07-27,6,6,0,0,0
CB,2020-07-27,6,6,0,0,0
CE,2020-07-27,0,0,0,0,0
CL,2020-07-27,70,68,0,2,0
CM,2020-07-27,53,53,0,0,0
CN,2020-07-27,9,9,0,0,0
CT,2020-07-27,1022,1014,0,8,0
EX,2020-07-27,9,9,0,0,0
GA,2020-07-27,24,24,0,0,0
IB,2020-07-27,40,40,0,0,0
MC,2020-07-27,60,60,0,0,0
MD,2020-07-27,496,494,0,2,0
ML,2020-07-27,1,1,0,0,0
NC,2020-07-27,52,52,0,0,0
PV,2020-07-27,216,216,0,0,0
RI,2020-07-27,8,8,0,0,0
VC,2020-07-27,208,208,0,0,0
AN,2020-07-28,148,148,0,0,0
AR,2020-07-28,518,518,0,0,0
AS,2020-07-28,13,13,0,0,0
CB,2020-07-28,8,8,0,0,0
CE,2020-07-28,0,0,0,0,0
CL,2020-07-28,87,87,0,0,0
CM,2020-07-28,57,57,0,0,0
CN,2020-07-28,9,9,0,0,0
CT,2020-07-28,1051,1047,0,4,0
EX,2020-07-28,21,21,0,0,0
GA,2020-07-28,36,36,0,0,0
IB,2020-07-28,52,52,0,0,0
MC,2020-07-28,74,74,0,0,0
MD,2020-07-28,578,576,0,2,0
ML,2020-07-28,1,1,0,0,0
NC,2020-07-28,40,40,0,0,0
PV,2020-07-28,223,223,0,0,0
RI,2020-07-28,9,9,0,0,0
VC,2020-07-28,192,192,0,0,0
AN,2020-07-29,150,150,0,0,0
AR,2020-07-29,533,533,0,0,0
AS,2020-07-29,15,15,0,0,0
CB,2020-07-29,10,10,0,0,0
CE,2020-07-29,0,0,0,0,0
CL,2020-07-29,76,76,0,0,0
CM,2020-07-29,55,55,0,0,0
CN,2020-07-29,6,6,0,0,0
CT,2020-07-29,1089,1081,0,8,0
EX,2020-07-29,17,17,0,0,0
GA,2020-07-29,27,27,0,0,0
IB,2020-07-29,55,55,0,0,0
MC,2020-07-29,90,90,0,0,0
MD,2020-07-29,520,517,0,3,0
ML,2020-07-29,1,1,0,0,0
NC,2020-07-29,62,62,0,0,0
PV,2020-07-29,205,205,0,0,0
RI,2020-07-29,4,4,0,0,0
VC,2020-07-29,276,276,0,0,0
AN,2020-07-30,206,206,0,0,0
AR,2020-07-30,492,492,0,0,0
AS,2020-07-30,12,12,0,0,0
CB,2020-07-30,26,26,0,0,0
CE,2020-07-30,0,0,0,0,0
CL,2020-07-30,74,72,0,2,0
CM,2020-07-30,46,46,0,0,0
CN,2020-07-30,12,12,0,0,0
CT,2020-07-30,1026,1022,0,4,0
EX,2020-07-30,20,20,0,0,0
GA,2020-07-30,32,32,0,0,0
IB,2020-07-30,77,77,0,0,0
MC,2020-07-30,63,63,0,0,0
MD,2020-07-30,574,571,0,3,0
ML,2020-07-30,4,4,0,0,0
NC,2020-07-30,52,52,0,0,0
PV,2020-07-30,143,143,0,0,0
RI,2020-07-30,1,1,0,0,0
VC,2020-07-30,248,248,0,0,0
AN,2020-07-31,259,259,0,0,0
AR,2020-07-31,496,496,0,0,0
AS,2020-07-31,12,12,0,0,0
CB,2020-07-31,16,16,0,0,0
CE,2020-07-31,0,0,0,0,0
CL,2020-07-31,151,150,0,1,0
CM,2020-07-31,70,70,0,0,0
CN,2020-07-31,16,16,0,0,0
CT,2020-07-31,1153,1146,0,7,0
EX,2020-07-31,38,38,0,0,0
GA,2020-07-31,33,33,0,0,0
IB,2020-07-31,78,78,0,0,0
MC,2020-07-31,55,55,0,0,0
